Country,Province,Name,Owner,Shareholders,ShareholderNationality,PlantRiver,Latitude,Longitude,Status,Capacity,Year,Capital,Link,
Brasil,São Paulo,Porto Colômbia,Furnas Centrais Elétricas S.A.,Eletrobras Furnas,Brasil,Grande,-20.12416700,-48.57194400,Operacional,320,1973,Estatal,https://www.furnas.com.br/portocolombia/?culture=pt,
Brasil,Mato Grosso,Colíder,Copel Geração e Transmissão S.A.,Copel,Brasil,Teles Pires,-10.98480528,-55.76600500,Operacional,300,2019,Estatal,https://www.copel.com/uhecolider/noticia.jsp?not=%2Fuhecolider%2Fpagcopel2.nsf%2Fdocs%2F671A14FF9D94DBF5032578B00068993A,
Brasil,São Paulo,Promissão (Mário Lopes Leão),AES Tietê S.A.,AES ,Estados Unidos,Tietê,-21.29611100,-49.78305600,Operacional,264,1975,Privado,https://dadosenergeticos.energia.sp.gov.br//portalcev2/intranet/eletricidade/geracao/DetalhesUsinas.asp?concessionaria=3&usina=8&mes=6&ano=2017&nome=AES%20TIET%C3%8A%20S/A&nome2=M%C3%81RIO%20LOPES%20LE%C3%83O%20(PROMISS%C3%83O)&reduzido=AES,
Brasil,Mato Grosso,Dardanelos,Energética Águas da Pedra S.A.,"Neoenergia (51%), Eletrobras Eletronorte (24,5%), Eletrobras Chesf (24,5%)",Espanha,Aripuanã,-10.16333333,-59.46416667,Operacional,261,2011,Misto,https://www.neoenergia.com/pt-br/sobre-nos/linhas-de-negocios/renovaveis/renovaveis-hidrica/Paginas/dardanelos.aspx,
Brasil,Paraná,Governador Pedro Viriato Parigot de Souza (Capivari/Cachoeira),Copel Geração e Transmissão S.A.,Copel,Brasil,Capivari,-25.13833333,-48.87444444,Operacional,260,1971,Estatal,https://www.copel.com/site/copel-geracao/usinas/usina-parigot-de-souza/,
Brasil,Amapá,Ferreira Gomes,Ferreira Gomes Energia S.A,Alupar,Brasil,Araguari,0.85565556,-51.19683333,Operacional,252,2014,Privado,https://ferreiragomesenergia.com.br/usina/,
Brasil,Amazonas,Balbina,Centrais Elétricas do Norte Do Brasil S.A. - Eletronorte,Eletrobras Amazonas GT,Brasil,Uatumã,-1.91590047,-59.47337201,Operacional,249,1989,Estatal,https://www.eletrobrasamazonasgt.com/utes/uhe-balbina/,
Brasil,Tocantins,São Salvador,Tractebel Energia S.A.,Engie ,França,Tocantins,-12.80843539,-48.23817967,Operacional,243,2009,Privado,https://www.engie.com.br/usinas/usina-hidreletrica-sao-salvador/,
Brasil,Minas Gerais,Amador Aguiar I (Antiga Capim Branco I),"Aliança Geração de Energia S.A., L.D.O.S.P.E. Geração de Energia e Participações Ltda.","Consórcio Capim Branco Energia (CCBE): Aliança Geração de Energia S.A (87,3684%), Votorantim Metais Zinco S. A (12,6316%)",Brasil,Araguari,-18.78913732,-48.14859863,Operacional,240,2006,Misto,https://rennosonic.com/uhe-amador-aguiar-i-antiga-uhe-capim-branco-i/,
Brasil,Piauí,Boa Esperança (Antiga Castelo Branco),Companhia Hidro Elétrica do São Francisco,Eletrobras Chesf,Brasil,Parnaíba,-6.75349577,-43.56267317,Operacional,237,1970,Estatal,https://www.chesf.gov.br/sistemachesf/pages/sistemageracao/boaesperanca.aspx,
Brasil,Rio Grande do Sul,Passo Fundo,Engie Brasil Energia S.A.,Engie ,França,Passo Fundo,-27.55318839,-52.74140696,Operacional,226,1973,Privado,https://www.engie.com.br/usinas/usina-hidreletrica-passo-fundo/,
Brasil,Amapá,Cachoeira Caldeirão,Empresa de Energia Cachoeira Caldeirão S.A.,"CTG Brasil (50%), EDP (50%)",China / Portugal,Araguari,0.85277778,-51.29666667,Operacional,219,2016,Privado,https://brasil.edp.com/en/what-we-do/generation/hpp-cachoeira-caldeirao,
Brasil,Rondônia,Samuel,Centrais Elétricas do Norte do Brasil S.A.,Eletrobras Eletronorte,Brasil,Jamari,-8.75098097,-63.45423064,Operacional,216,1989,Estatal,https://www.sondotecnica.com.br/case/usina-hidreletrica-de-samuel/,
Brasil,Rio de Janeiro,Funil,Furnas Centrais Elétricas S.A.,Eletrobras Furnas,Brasil,Paraíba do Sul,-22.52881287,-44.56793131,Operacional,216,1970,Estatal,https://www.furnas.com.br/funil/?culture=pt,
Brasil,Goiás,Serra do Facão,Serra do Facão Energia S.A.,"Eletrobras Furnas (49,47%), Alcoa Alumínio S.A (34,97%), DME Energética (5,47%), Camargo Corrêa Energia S.A (10,09%)",Brasil,São Marcos,-18.04597521,-47.67489042,Operacional,212,2010,Misto,https://www.furnas.com.br/serradofacao/?culture=pt,
Brasil,Minas Gerais,Amador Aguiar II (Antiga Capim Branco II),"Aliança Geração de Energia S.A., L.D.O.S.P.E. Geração de Energia e Participações Ltda.","Consórcio Capim Branco Energia (CCBE): Aliança Geração de Energia S.A (87,3684%), Votorantim Metais Zinco S. A (12,6316%)",Brasil,Araguari,-18.65915555,-48.43677000,Operacional,210,2007,Misto,https://www.ccbe.com.br/uhe-amador-aguiar-ii/,
Brasil,Mato Grosso,Manso,"Furnas Centrais Elétricas S/A., Produtores Energétios de Manso S.A.","Eletrobras Furnas (70%), consórcio PROMAN: Odebrecht, Servix e Pesa (30%)",Brasil,Manso,-14.87117506,-55.78527654,Operacional,210,2000,Misto,https://www.furnas.com.br/subsecao/124,
Brasil,Minas Gerais,Igarapava,"Aliança Geração de Energia S.A., Anglogold Ashanti Brasil Mineração Ltda, Companhia Siderúrgica Nacional, L.D.R.S.P.E. Geração de Energia e Participações Ltda.","Aliança Geração de Energia S.A (52,6450%), L.D.R.S.P.E. Geração de Energia e Participações LTDA (23,9346%), Companhia Siderúrgica Nacional (17,9204%), AngloGold Ashanti Córrego Sitio Mineração S.A. (5,5000%)",Brasil,Grande,-19.98907385,-47.75599320,Operacional,210,1998,Misto,https://uhe-igarapava.com.br/,
Brasil,Espírito Santo,Mascarenhas,Energest S.A.,EDP,Portugal,Doce,-19.50048333,-40.91846389,Operacional,198,1973,Privado,https://brasil.edp.com/en/what-we-do/generation/uhe-mascarenhas,
Brasil,Santa Catarina,Garibaldi,Rio Canoas Energia S.A.,CTG Brasil,China,Canoas,-27.62472222,-50.98388889,Operacional,191,2013,Privado,https://www.ctgbr.com.br/portfolio-item/energia-hidreletrica/,
Brasil,Santa Catarina,Salto Pilão,"CBA - Companhia Brasileira de Alumínio, Companhia Geração de Energia Pilão, DME Energética S.A.","Companhia Brasileira de Alumínio (CBA) - Grupo Votorantim (60%), DME Energética (20%), Companhia Geração de Energia Pilão (CGEP) (20%)",Brasil,Itajaí-Açu,-27.13589075,-49.51826390,Operacional,191,2009,Misto,https://usinasaltopilao.com.br/a-usina,
Brasil,Minas Gerais,Ilha dos Pombos,Light Energia S.A.,Light,Brasil,Paraíba do Sul,-21.84333300,-42.57944400,Operacional,187,1924,Misto,https://www.sbbengenharia.com.br/index.php/regiao-sudeste/81:uhe-ilha-dos-pombos,
Brasil,Bahia,Paulo Afonso I,Companhia Hidro Elétrica do São Francisco,Eletrobras Chesf,Brasil,San Francisco,-9.39810378,-38.20287244,Operacional,180,1954,Estatal,https://www.chesf.gov.br/SistemaChesf/Pages/SistemaGeracao/PauloAfonsoI.aspx,
Brasil,Minas Gerais,Engenheiro José Mendes Júnior (Funil),Aliança Geração de Energia S.A.,"Vale (55%), Cemig (45%)",Brasil,Grande,-21.14294206,-45.03614405,Operacional,180,2002,Misto,https://aliancaenergia.com.br/br/parque-gerador/,
Brasil,"Rio Grande do Sul
",Leonel de Moura Brizola (Jacuí),Companhia Estadual de Geração e Transmissão de Energia Elétrica (CEEE GT),CEEE GT,Brasil,Jacuí,-29.07277778,-53.20805556,Operacional,180,1962,Estatal,https://www.ceee.com.br/a-ceee/usinas-e-pchs,
Brasil,Mato Grosso,Ponte de Pedra,Tractebel Energia S/A,Engie,França,Correntes,-17.60779146,-54.82731282,Operacional,176,2005,Privado,https://www.engie.com.br/usinas/usina-hidreletrica-ponte-de-pedra/,
Brasil,Bahia,Pedra do Cavalo,Votorantim Cimentos N/NE S/A,Votorantim ,Brasil,Paraguaçu,-12.58353873,-38.99802340,Operacional,160,2004,Privado,https://www.votorantimcimentos.com.br/noticia/assumimos-a-operacao-da-usina-hidreletrica-de-pedra-do-cavalo/,
Brasil,Rio Grande do Sul,Passo Real,Companhia Estadual de Geração de Energia Elétrica,CEEE GT,Brasil,Jacuí,-29.01700012,-53.19004308,Operacional,158,1973,Estatal,https://www.ceee.com.br/a-ceee/usinas-e-pchs,
Brasil,Mato Grosso,Itiquira (Casas de Forças I e II),Itiquira Energética S.A.,Itisa Holding LLC,Estados Unidos,Itiquira,-17.09064722,-54.83073611,Operacional,157,2002,Privado,https://www.quebecengenharia.com.br/en/project/uhe-itiquira/,
Brasil,São Paulo,Bariri (Álvaro de Souza Lima),AES Tietê Energia S.A.,AES ,Estados Unidos,Tietê,-22.15333300,-48.75250000,Operacional,143,1969,Privado,http://www.geografia.seed.pr.gov.br/modules/galeria/detalhe.php?foto=1414&evento=3,
Brasil,São Paulo,Barra Bonita,AES Brasil Operações S.A.,AES ,Estados Unidos,Tietê,-22.51944400,-48.53444400,Operacional,140,1963,Privado,https://www.aesbrasil.com.br/pt-br/aes-tiete-realiza-teste-de-abertura-de-comporta-na-uhe-barra-bonita-0,
Brasil,Minas Gerais,Baguari,"Baguari Energia S.A., Baguari I Geração de Energia Elétrica S.A.","Neoenergia (51%), Baguarienergia: Cemig Geração e Transmissão e Eletrobras Furnas (49%)",Espanha,Doce,-19.02156872,-42.12489562,Operacional,140,2009,Misto,https://www.neoenergia.com/pt-br/sobre-nos/linhas-de-negocios/renovaveis/renovaveis-hidrica/Paginas/baguari.aspx,
Brasil,Minas Gerais,Guilman Amorim,"Samarco Mineração S.A., Arcelormittal Brasil S.A.","ArcelorMittal Brasil S.A. (51%), Samarco Mineração S.A. (49%)",Luxemburgo,Piracicaba,-19.70833333,-42.96000000,Operacional,140,1997,Privado,http://www.uhe-guilmanamorim.com.br/DadosUsina,
Brasil,Minas Gerais,Risoleta Neves (Antiga Candonga),"Aliança Geração de Energia S.A., Vale S.A.","Vale (77,5%), Cemig (22,5%)",Brasil,Doce,-20.20742219,-42.85499938,Operacional,140,2004,Misto,https://canalenergia.com.br/noticias/53158746/consorcio-tera-seis-meses-para-retomar-operacao-da-uhe-risoleta-neves,
Brasil,Rio de Janeiro,Fontes Nova,Light Energia S.A.,Light,Brasil,Ribeirão das Lajes,-22.69138900,-43.86444400,Operacional,131,1940,Misto,http://www.light.com.br/grupo-light/Empresas-do-Grupo/light-energia.aspx,
Brasil,São Paulo,Ibitinga,AES Tietê Energia S.A.,AES ,Estados Unidos,Tietê,-21.75916700,-48.99055600,Operacional,131,1969,Privado,https://dadosenergeticos.energia.sp.gov.br//portalcev2/intranet/eletricidade/geracao/DetalhesUsinas.asp?concessionaria=3&usina=7&mes=6&ano=2017&nome=AES%20TIET%C3%8A%20S/A&nome2=IBITINGA&reduzido=AES,
Brasil,Rio Grande do Sul,Monte Claro,Companhia Energética Rio das Antas (Ceran),"CPFL (65%), CEEE GT (30%), Statkraft Energias Renováveis S.A. (5%)",China,Antas,-29.03083717,-51.52125794,Operacional,130,2004,Misto,https://www.grupocpfl.com.br/unidades-de-negocios/cpfl-geracao,http://www.ceran.com.br/session/viewPage/sectionId/1/language/pt_BR/
Brasil,Rio Grande do Sul,Castro Alves,Companhia Energética Rio das Antas (Ceran),"CPFL (65%), CEEE GT (30%), Statkraft Energias Renováveis S.A. (5%)",China,Rio das Antas,-29.00529866,-51.38441770,Operacional,130,2008,Misto,http://www.ceran.com.br/session/viewPage/pageId/59/language/pt_BR/,http://www.ceran.com.br/session/viewPage/sectionId/1/language/pt_BR/
Brasil,Goiás,Corumbá IV,Corumbá Concessões S/A,"CEB – Participações S. A., Serveng Energias Renováveis S. A., Cézar Rubens Fiqueiredo, CAESB – Companhia de Saneamento do Distrito Federal, CEB – Companhia Energética de Brasília, TERRACAP",Brasil,Corumbá,-16.32273448,-48.18748167,Operacional,129,2006,Misto,https://www.corumbaconcessoes.com.br/index.php/uhe-corumba-iv/visao-geral/,
Brasil,Rio Grande do Sul,Dona Francisca,"Companhia Estadual de Energia Elétrica, Companhia Estadual de Geração e Transmissão de Energia Elétrica, Campanhia Dona Francisca Energética S.A.","Gerdau S.A. (51.82%), Copel (23.03%), Celesc (23.03%), Statkraft (2.12%)",Brasil,Jacuí,-29.44908830,-53.28500397,Operacional,125,2001,Misto,https://www.statkraft.com.br/onde-operamos/brasil/central-hidreletrica-dona-francisca/,
Brasil,Mato Grosso,Jauru,"Cinco Estrelas Agropecuária e Participações Ltda., Queiroz Galvão Energética S.A.","Consórcio Jauru: Grupo Cinco Estrelas, Queiroz Galvão",Brasil,Jauru,-15.23555556,-58.72777778,Operacional,121,2003,Privado,http://www.grupocincoestrelas.com.br/energia.php,
Brasil,Paraná,Santa Clara,Centrais Elétricas do Rio Jordão S.A.,"Copel (70%), Paineira Participações e Empreendimentos Ltda (30%)",Brasil,Jordão,-25.64561896,-51.95688159,Operacional,120,2005,Misto,https://www.elejor.com.br/sustentabilidade/usinas-hidreletricas/,
Brasil,Paraná,Fundão,Centrais Elétricas do Rio Jordão S.A.,"Copel (70%), Paineira Participações e Empreendimentos Ltda (30%)",Brasil,Jordão,-25.70344814,-52.00202223,Operacional,120,2006,Misto,https://www.elejor.com.br/a-companhia/quem-somos/,
Brasil,Mato Grosso,Guaporé,"Mineração Santa Elina Indústria e Comércio S.A., Tangará Energia S.A.","Brooksfield Renewable (64%), Mineradora Santa Elina (36%)",Ilhas Bermudas,Guaporé,-15.12388900,-58.96472200,Operacional,120,2003,Privado,https://brookfieldrenewableus.com/explore-market/brazil/,https://canalenergia.com.br/noticias/4931610/energisa-e-rede-energia-concluem-venda-da-tangara-energia-para-brookfield
Brasil,Santa Catarina,Quebra Queixo,Companhia Energética Chapecó,"Queiroz Galvão (59%), Barbosa Mello (41%)",Brasil,Chapecó,-26.65774515,-52.54486182,Operacional,120,2003,Privado,http://www.bmpi.com.br/investimentos/companhia-energetica-chapeco.php,
Brasil,Goiás,Salto,Rio Verde Energia S.A.,CTG Brasil,China,Verde,-18.80818105,-51.17098633,Operacional,116,2010,Privado,https://www.ctgbr.com.br/usina-hidreletrica-salto/,
Brasil,Minas Gerais,Porto Estrela,"Aliança Geração de Energia S.A., Coteminas S.A.","Vale (33,33%), Cemig (33,33%), Coteminas (33,33%)",Brasil,Santo Antônio,-19.11590557,-42.66251728,Operacional,112,2001,Misto,https://aliancaenergia.com.br/br/uhe-porto-estrela-completa-dezenove-anos-em-operacao/,http://www.vale.com/brasil/PT/old-investors/information-market/press-releases/Paginas/usina-de-porto-estrela-inicia-operacao.aspx
Brasil,São Paulo,Euclides da Cunha,AES Tietê Energia S.A.,AES ,Estados Unidos,Pardo,-21.60305600,-46.94916700,Operacional,108,1960,Privado,https://ri.aesbrasil.com.br/Show.aspx?IdMateria=+/U/qhjWWMMgKKwuyLEzkQ==,
Brasil,Minas Gerais,Queimado,"CEB Participações S.A., CEMIG Geração e Transmissão S.A.","Consórcio Cemig-CEB: Cemig (82,5%), Companhia Energética de Brasília (17,5%)",Brasil,Preto,-16.21072107,-47.32333229,Operacional,105,2004,Estatal,https://www.cemig.com.br/usina/uhe-queimado/,http://cebparticipacoes.com.br/
Brasil,Minas Gerais,Salto Grande,CEMIG Geração Salto Grande S.A.,"CTG Brasil (63%), Cemig",China,Santo Antônio,-19.16527776,-42.77504028,Operacional,102,1956,Misto,https://www.ctgbr.com.br/portfolio-item/energia-hidreletrica/,
Brasil,São Paulo,Jurumirim (Armando Avellanal Laydner),Rio Paranapanema Energia S.A.,CTG Brasil,China,Paranapanema,-23.21020543,-49.23040451,Operacional,100,1962,Privado,https://www.ctgbr.com.br/portfolio-item/energia-hidreletrica/,
Brasil,Rio Grande do Sul,14 de Julho,Companhia Energética Rio das Antas (Ceran),"CPFL (65 %), CEEE GT (30 %), Statkraft Energias Renováveis S.A. (5 %)",China,Rio das Antas,-29.06475278,-51.67494167,Operacional,100,2008,Misto,http://www.ceran.com.br/session/viewPage/pageId/60/language/pt_BR/,
Brasil,Santa Catarina,São Roque,São Roque Energética S.A.,"Desenvix S.A (Statkraft), FUNCEF",Noruega,Canoas,-27.49777778,-50.80463889,Em construção,141,2022 (previsão),Misto,http://ecsa-sc.com.br/conteudo/usina-hidreletrica--sao-roque-     https://www.canalenergia.com.br/noticias/53208281/aneel-arquiva-processo-de-caducidade-da-uhe-sao-roque ,
Brasil,Pará,São Luiz do Tapajós,"Centrais Elétricas Brasileiras S.A. – Eletrobras, Centrais Elétricas do Norte do Brasil S.A. – Eletronorte, Construções e Comércio Camargo Corrêa S.A., EDF Consultoria em Projetos de Geração de Energia Ltda.","Consórcio Tapajós: Eletrobras, Eletrobras Eletronorte",Brasil,Tapajós,-4.52778102,-56.24055459,Planejado,8040,Indeterminado,Estatal,https://fgvenergia.fgv.br/noticias/eletrobras-ainda-ve-saida-para-sao-luiz-do-tapajos    https://economia.uol.com.br/noticias/reuters/2020/05/25/estudos-sobre-hidreletricas-no-tapajos-tem-prazo-prorrogado-ate-2021-pela-aneel.htm   https://epocanegocios.globo.com/Um-So-Planeta/noticia/2022/01/epoca-negocios-aneel-libera-estudos-para-instalar-tres-megausinas-na-amazonia.html ,
Brasil,Pará,Marabá,Centrais Elétricas do Norte do Brasil S.A. – Eletronorte e Construções e Comércio Camargo Corrêa S.A.,"Eletrobras Eletronorte, Camargo Corrêa",Brasil,Tocantins,-5.31299789,-49.03671372,Planejado,2160,Indeterminado,Misto,"https://www.museu-goeldi.br/noticias/hidreletrica-de-maraba-ameaca-peixes-endemicos-da-amazonia
https://exame.com/mundo/aneel-aprova-estudo-de-viabilidade-da-hidreletrica-maraba-2/ ",
Brasil,Pará,Jatobá,"Centrais Elétricas Brasileiras S.A. - ELETROBRÁS, Centrais Elétricas do Norte do Brasil S.A. - ELETRONORTE, Construções e Comércio Camargo Corrêa S.A. - CCCC, Eletricité de France S.A. - EDF, Cemig Geração e Transmissão S.A. - CEMIG GT","Consórcio Tapajós: Eletrobras, Eletrobras Eletronorte",Brasil,Tapajós,-5.18748768,-56.92140317,Planejado,1649,Indeterminado,Estatal,https://www.canalenergia.com.br/noticias/53046992/aneel-aceita-estudos-de-viabilidade-da-uhe-jatoba                     https://epocanegocios.globo.com/Um-So-Planeta/noticia/2022/01/epoca-negocios-aneel-libera-estudos-para-instalar-tres-megausinas-na-amazonia.html,
Brasil,Pará,Jamanxim,"Centrais Elétricas Brasileiras - S.A., Centrais Elétricas do Norte do Brasil S.A. – Eletronorte, Construções e Comércio Camargo Corrêa S.A. - CCCC, Eletricité France S.A. - EDF, CEMIG Geração e Transmissão S.A. - CEMIG GT, COPEL Geração e T","Consórcio Tapajós: Eletrobras, Eletrobras Eletronorte",Brasil,Jamanxim,-5.64666667,-55.87722222,Planificado,881,Indeterminado,Estatal,"https://www.udop.com.br/noticia/2020/05/26/estudos-sobre-hidreletricas-no-tapajos-tem-prazo-prorrogado-ate-2021-pela-aneel.html 
https://www.in.gov.br/web/dou/-/despachos-de-24-de-janeiro-de-2022-376069746    
http://www.tribunadonorte.com.br/noticia/aneel-libera-estudos-para-instalar-tra-s-megausinas-na-amaza-nia/530718 ",
Brasil,Pará,Cachoeira do Caí,"Centrais Eletricas do Norte do Brasil S.A. – Eletronorte e Construções e Comércio Camargo Corrêa S.A., Cemig Geração e Transmissão S.A., Copel Geração e Transmissão S.A., GDF Suez Energy Latin America Participações Ltda.","Consórcio Tapajós: Eletrobras, Eletrobras Eletronorte",Brasil,Jamanxim,-5.08464200,-56.46808300,Planificado,802,Indeterminado,Estatal,https://www.udop.com.br/noticia/2020/05/26/estudos-sobre-hidreletricas-no-tapajos-tem-prazo-prorrogado-ate-2021-pela-aneel.html,
Brasil,Santa Catarina,Itapiranga,Múltipla Participações Ltda.,Múltipla Participações,Brasil,Uruguai,-27.15638900,-53.68301613,Planificado,724,Indeterminado,Privado,http://pinheirinhodovale.rs.gov.br/noticias/27-geral/1242-usina-hidreletrica-de-itapiranga-sc-uma-luta-de-resistencia-a-mais-de-40-anos                                               http://mapadeconflitos.ensp.fiocruz.br/conflito/sc-potencial-de-impacto-de-projeto-hidreletrico-leva-mab-e-pequenos-agricultores-de-regiao-limitrofe-de-santa-catarina-e-rio-grande-do-sul-a-bloquear-reunioes-dos-empreendedores-com-prefeituras-pes/ ,
Brasil,Roraima,Bem Querer J1A,Empresa de Pesquisa Energética – EPE,,Brasil,Branco,1.87777897,-61.03250000,Planificado,708,Indeterminado,Estatal,http://www.uhebemquerer.com.br/a-usina/,
Brasil,Pará,Cachoeira dos Patos,"Centrais Eletricas do Norte do Brasil S.A. – Eletronorte e Construções e Comércio Camargo Corrêa S.A., Electricité de France S/A – EDF., Cemig Geração e Transmissão S.A., Copel Geração e Transmissão S.A., GDF Suez Energy Latin America Part","Consórcio Tapajós: Eletrobras, Eletrobras Eletronorte",Brasil,Jamanxim,-5.91638889,-55.76000000,Planificado,528,Indeterminado,Estatal,https://www.udop.com.br/noticia/2020/05/26/estudos-sobre-hidreletricas-no-tapajos-tem-prazo-prorrogado-ate-2021-pela-aneel.html   http://www.tribunadonorte.com.br/noticia/aneel-libera-estudos-para-instalar-tra-s-megausinas-na-amaza-nia/530718 ,
Brasil,Mato Grosso,Torixoréu,RG Energia S.A.,RG Energia S.A.,Brasil,Araguaia,-16.28361111,-52.62416667,Planificado,408,Indeterminado,Privado,https://conlicitacao.com.br/noticias/mato-grosso-deve-ter-outra-usina-na-divisa-com-amazonas-governo-preve-mais-duas/     https://www.alertadiario.com.br/publication_pages/bbaf6-diario-oficial-da-uniao-secao-1-atos-normativos-2021-10-06-pg-91 ,
Brasil,Roraima,Tabajara,"Centrais Elétricas do Norte do Brasil S.A., Construtora Queiroz Galvão S.A., Furnas Centrais Elétricas S.A., Anel Brasil S.A., PCE – Projetos e Consultorias de Engenharia Ltda., JGP Consultoria e Participações Ltda.","Eletobras Eletronorte, Eletobras Furnas, Queiroz Galvão, JGP, PCE",Brasil,Ji-Paraná,-8.90831879,-62.17531983,Planificado,400,Indeterminado,Misto,"https://www.gov.br/economia/pt-br/assuntos/noticias/2022/abril/ibama-realiza-audiencias-publicas-para-apresentacao-do-projeto-da-uhe-tabajara-e-seu-relatorio-de-impacto-ambiental   
https://portal.ppi.gov.br/uhe-tabajara-ro2   https://www.canalenergia.com.br/noticias/53157318/mps-tentam-barrar-debate-virtual-sobre-projeto-de-uhe-tabajara ",
Brasil,Santa Catarina,Iraí,Companhia Energética do Uruguai,"Grupo Bolognesi, Multiner FIP",Brasil,Uruguai,-27.11388872,-53.34055600,Planificado,330,Indeterminado,Privado,https://www.correiodopovo.com.br/not%C3%ADcias/geral/heinze-e-superintendente-da-aneel-discutem-instala%C3%A7%C3%A3o-de-usina-hidrel%C3%A9trica-de-ira%C3%AD-1.352450     https://pr-rs.jusbrasil.com.br/noticias/100396729/mpf-rs-fiscaliza-licenciamento-ambiental-da-hidreletrica-de-irai   http://www.multiner.com.br/relacionamento-com-investidores/composicao-acionaria/ ,
Brasil,Mato Grosso,Água Limpa,"Energética-Tech Engenharia Ltda., PCE – Projetos e Consultoria de Engenharia Ltda., ENERCAMP Engenharia e Comércio Ltda., Furnas Centrais Elétricas S.A., Alstom Hydro Energia Brasil Ltda., Construtora Andrade Gutierrez S.A.","Energética Tech, PCE, Enercamp, Eletrobras Furnas, Andrade Gutierrez, Alstom Hydro",Brasil,Rio das Mortes,-15.37154961,-53.36909025,Planificado,320,Indeterminado,Misto,https://trabalhoindigenista.org.br/estudos-concluem-pela-inviabilidade-das-barragens-no-rio-das-mortes-e-funai-endossa/ ,
Brasil,Minas Gerais,Formoso,"SPE Formoso Energia Ltda., Tractebel Engineering Ltda.","Formoso Energia, Engie",Brasil / França,San Francisco,-17.46944400,-44.95277800,Planificado,306,Indeterminado,Privado,https://uheformoso.com.br/uhe-formoso/,
Brasil,Pará,Urucupatá,Mega Comercializadora de Energia e Gás Ltda.,Mega Energia,Brasil,Jari,0.52365556,-53.15813055,Planificado,291,Indeterminado,Privado,http://www.nuca.ie.ufrj.br/blogs/gesel-ufrj/index.php?/archives/15549-EPE-identifica-quatro-hidreletricas-que-totalizam-1.662-MW-na-bacia-do-Rio-Jari.html,
Brasil,Mato Grosso,Foz do Apiacás,Empresa de Pesquisa Energética - EPE,,Brasil,Rio dos Apiacás,-9.20666700,-57.08750000,Planificado,275,Indeterminado,Estatal,http://philip.inpa.gov.br/publ_livres/Dossie/Tap/Documentos%20Oficiais/Rima%20-%20UHE%20Foz%20do%20Apiac%C3%A1s.pdf   https://diplomatique.org.br/juruena-resiste-luta-historica-por-um-rio/ ,
Brasil,Goiás,Itaguaçu,"Consórcio Itaguaçu (Companhia Energética de Brasília – CEB, Themag Engenharia e Gerenciamento Ltda.)","Companhia Energética de Brasília (CEB), Themag",Brasil,Claro,-19.00700000,-50.69300000,Planificado,151,Indeterminado,Misto,https://abrapch.org.br/2020/05/diario-oficial-uniao-27-05-2020/ ,
Brasil,Rio de Janeiro,Itaocara I,Usina Hidrelétrica Itaocara S.A.,"Light, Cemig",Brasil,Paraíba do Sul,-21.69555556,-42.14916667,Planificado,150,Indeterminado,Misto,https://www.uheitaocara.com.br/    https://jornaldaregiao.com/usina-hidreletrica-itaocara-sem-previsao-construcao/ ,
Brasil,Goiás,Couto Magalhães,"Pacto Geração e Transmissão S.A., Mega Comercializadora de Energia Elétrica Ltda.,","Pacto Energia, Mega Energia",Brasil,Araguaia,-17.16972222,-53.13944444,Planificado,150,Indeterminado,Privado,https://www.dm.com.br/cotidiano/2016/08/cachoeira-que-foi-salva/   https://pactoenergia.com.br/wpress/institucional/ ,
Brasil,Minas Gerais,Bocaina,Companhia Energética de Minas Gerais - CEMIG,Cemig,Brasil,Paranaíba,-18.16106122,-47.44862910,Planificado,150,Indeterminado,Estatal,http://sindenergia.com.br/seminario/?p=16294   https://poli.ufrj.br/wp-content/uploads/2021/08/UHE-Bocaina-deveria-ser-retomada-afirma-Heloisa-Teixeira-Firmo-Energia-Hoje.pdf ,
Brasil,Goiás,Buriti Queimado,Furnas Centrais Elétricas S.A.,Eletrobras Furnas,Brasil,Rio das Almas,-14.83666700,-49.21111100,Planificado,142,Indeterminado,Estatal,https://www.in.gov.br/web/dou/-/despacho-n-736-de-18-de-marco-de-2021-309564982,
Brasil,Amazonas,J1,Mega Comercializadora de Energia e Gás Ltda.,Mega Energia,Brasil,Acari,-6.46180000,-59.78590000,Planificado,140,Indeterminado,Privado,https://www.alertadiario.com.br/publication_pages/d41bc-diario-oficial-da-uniao-secao-1-atos-normativos-2021-09-23-pg-56,
Brasil,Mato Grosso,ARN-120 (Castanheira),Empresa de Pesquisa Energética - EPE,,Brasil,Arinos,-11.07748292,-57.75723074,Planificado,140,Indeterminado,Estatal,http://www.uhecastanheira.com.br/,
Brasil,Paraná,Apertados,COPEL Geração e Transmissão S.A.,Copel,Brasil,Piquiri,-24.21000000,-53.32638889,Planificado,139,Indeterminado,Estatal,https://portal.ppi.gov.br/apoio-ao-licenciamento-da-usina-hidreletrica-uhe-apertados-pr,
Brasil,Maranhão,Uruçuí,"Companhia Hidro Elétrica do São Francisco – CHESF, Construtora Queiroz Galvão S.A., ENERGIMP S.A. e CNEC Projetos de Engenharia S.A.","Eletrobras Chesf, Queiroz Galvão, Impsa, CNEC Projetos de Engenharia S.A.",Brasil,Parnaíba,-7.23222222,-44.56916667,Planificado,134,Indeterminado,Misto,https://mab.org.br/2021/04/26/rio-parnaiba-vira-alvo-da-construcao-de-novas-hidreletricas-no-maranhao-e-piaui/   https://sbpe.org.br/index.php/rbe/article/download/363/344 ,
