Country,Province,Name,Owner,Shareholders,ShareholderNationality,PlantRiver,Latitude,Longitude,Status,Capacity,Year,Capital,Link,
Argentina / Uruguai,Entre Ríos - Salto,Salto Grande,Comisión Técnica Mixta de Salto Grande,Argentina (50%) / Uruguai (50%),Argentina / Uruguai,Uruguai,-31.2743171,-57.9394252,Operacional,1890,1979,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina / Paraguai,Corrientes - Misiones,Yacyretá,Entidad Binacional Yacyretá,Argentina (50%) / Paraguai (50%),Argentina / Paraguai,Paraná,-27.4827,-56.7397,Operacional,1600,1994,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén - Río Negro,Piedra del Águila (CPSA),Hidroeléctrica Piedra del Águila S.A.,Hidroeléctrica Piedra del Águila S.A.,Argentina,Limay,-40.1899735,-69.9922885,Operacional,1440,1993,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén - Río Negro,Chocón,Enel Generación El Chocón S.A.,Hidroinvest S.A. (59%),Itália,Limay,-39.2577,-68.7483,Operacional,1200,1973,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén - Río Negro,Alicurá,AES Alicurá S.A.,AES Alicurá S.A.,Estados Unidos,Limay,-40.5796295,-70.7951326,Operacional,1000,1985,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Córdoba,Río Grande,Empresa Provincial de Energía de Córdoba EPEC,Empresa Provincial de Energía de Córdoba EPEC,Argentina,Grande,-32.2218,-64.6365,Operacional,750,1986,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Chubut,Futaleufú,Hidroeléctrica Futaleufú S.A.,Hidroeléctrica Futaleufú S.A.,Argentina,Futaleufú,-43.1288,-71.63,Operacional,472,1978,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén,Planicie Banderita,Hidroeléctrica Cerros Colorados S.A.,Hidroeléctrica Cerros Colorados S.A.,Argentina,Neuquén,-38.5595718,-68.4744871,Operacional,472,1978,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén - Río Negro,Pichi Picún Leufú,Pampa Energía S.A.,Pampa Energía S.A.,Argentina,Limay,-40.012,-69.9918,Operacional,285,2000,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Los Reyunos,Pampa Energía S.A.,Pampa Energía S.A.,Argentina,Diamante,-34.6028,-68.6383,Operacional,224,1983,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Agua del Toro,Pampa Energía S.A.,Pampa Energía S.A.,Argentina,Diamante,-34.58416667,-69.03638889,Operacional,150,1976,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Nihuil II (Aisol),Pampa Energía S.A.,Pampa Energía S.A.,Argentina,Atuel,-34.9126984,-68.623751,Operacional,133.12,1968,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,San Juan,Los Caracoles,Energía Provincial Sociedad del Estado EPSE,Energía Provincial Sociedad del Estado EPSE,Argentina,San Juan,-31.5192,-68.9814,Operacional,121.4,2008,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Cacheuta,Consorcio Potrerillos,Consorcio Potrerillos,Argentina,Mendoza,-33.0291,-69.1109,Operacional,120,2003,Privado,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Misiones,Urugua-í,Electricidad de Misiones S.A.,Electricidad de Misiones S.A.,Argentina,Arroyo Urugua-í,-25.8766,-54.5687,Operacional,120,1991,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Neuquén - Río Negro,Arroyito,Enel Generación El Chocón S.A.,Enel Generación El Chocón S.A.,Itália,Limay,-39.1009,-68.5982,Operacional,120,1983,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Salta,Gral. Manuel Belgrano (Cabra Corral),AES Argentina S.A.,AES Argentina S.A.,Estados Unidos,Juramento,-25.2712,-65.3298,Operacional,102,1973,Misto,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,El Nihuil I,Pampa Energía S.A.,Pampa Energía S.A.,Argentina,Atuel,-34.9951826,-68.6308132,Operacional,74.24,1947,Privado,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,San Juan,Punta Negra,Energía Provincial Sociedad del Estado EPSE,Energía Provincial Sociedad del Estado EPSE,Argentina,San Juan,-31.5210539,-68.8172695,Operacional,62,2015,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Álvarez Condarco,Consorcio Potrerillos,Consorcio Potrerillos,Argentina,Mendoza,-33.0452,-69.0516,Operacional,61.6,2003,Privado,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Río Negro - La Pampa,Casa de Piedra,Ente Ejecutivo Presa Embalse Casa de Piedra,Ente Ejecutivo Presa Embalse Casa de Piedra,Argentina,Colorado,-38.2143,-67.1908,Operacional,60,1996,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Córdoba,Los Molinos i,Empresa Provincial de Energía de Córdoba EPEC,Empresa Provincial de Energía de Córdoba EPEC,Argentina,Los Molinos,-31.838,-64.4452,Operacional,52,1953,Estatal,https://www.argentina.gob.ar/economia/energia/energia-electrica/hidroelectrica/centrales-hidroelectricas,
Argentina,Mendoza,Portezuelo del Viento,Provincia de Mendoza,Provincia de Mendoza,Argentina,Grande,-35.8294327496327,-70.010614204815,Planejado,210.1,Indeterminado,Estatal,https://www.mendoza.gov.ar/economia/portezuelo-del-viento-un-hito-para-mendoza/#2,
Argentina,Santa Cruz,Presidente Dr. Néstor Kirchner,Provincia de Santa Cruz,Provincia de Santa Cruz,Argentina,Santa Cruz,-50.2158784029126,-70.7539013278891,Planejado,950,Indeterminado,Misto,https://www.minem.gob.ar/www/839/25793/represas-aprovechamientos-hidroelectricos-rio-santa-cruz,
Argentina,Santa Cruz,Gobernador Jorge Cepernic,Provincia de Santa Cruz,Provincia de Santa Cruz,Argentina,Santa Cruz,-50.1922770037546,-70.1104081943667,Planejado,360,Indeterminado,Misto,https://www.minem.gob.ar/www/839/25793/represas-aprovechamientos-hidroelectricos-rio-santa-cruz,
Chile,Biobío,Ralco,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Biobío,-37.9984895,-71.5177113,Planejado,690,2004,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Maule,Pehuenche,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Melado,-35.731351,-71.163586,Operacional,570,1991,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Metropolitana,Alto Maipo (Las Lajas y Alfalfal II),AES Chile S.A.,AES Chile S.A.,Estados Unidos,Maipo,-33.5947815936975,", -70.37277315609622",Operacional,531,2022,Privado,https://conocealtomaipo.cl/,
Chile,Maule,Colbún,Colbún S.A.,Colbún S.A.,Chile,Maule,-35.6861889,-71.3781827,Operacional,474,1985,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Pangue,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Biobío,-37.9099,-71.6087,Operacional,467,1996,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,El Toro,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Laja,-37.2934,-71.4924,Operacional,450,1973,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,Rapel,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Rapel,-34.0409,-71.5902,Operacional,378,1968,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Angostura,Colbún S.A.,Colbún S.A.,Chile,Biobío,-37.7103,-71.8169,Operacional,321,2014,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Antuco,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Laja,-37.3103,-71.6264,Operacional,320,1981,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Rucúe,Colbún S.A.,Colbún S.A.,Chile,Laja,-37.3603,-71.8657,Operacional,178,1998,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Metropolitana,Alfalfal,AES Chile S.A.,AES Chile S.A.,Estados Unidos,Colorado,-33.5012,-70.1927,Operacional,178,1991,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Los Lagos,Canutillar,Colbún S.A.,Colbún S.A.,Chile,Lago Chapo,-41.5281,-72.3417,Operacional,172,1990,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,La Confluencia,Pacific Hydro,Pacific Hydro,China,Tinguiririca,-34.8335,-70.5537,Operacional,163,2010,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,La Higuera,Pacific Hydro,Pacific Hydro,China,TInguiririca,-34.7515,-70.7143,Operacional,155,2010,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,Chacayes,Pacific Hydro,Pacific Hydro,China,Cachapoal,-34.2756,-70.4523,Operacional,112,2011,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Maule,Cipreses,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Maule,-35.7872,-70.8084,Operacional,106,1955,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Maule,Machicura,Colbún S.A.,Colbún S.A.,Chile,Maule,-35.7324,-71.3979,Operacional,95,1985,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Abanico,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Laja,-37.3646,-71.4894,Operacional,93,1948,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Maule,Curillinque,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Maule,-35.8055,-70.9417,Operacional,90,1993,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Peuchén,Duqueco,Duqueco,Chile,Duqueco,-37.5404,-71.5965,Operacional,85,2000,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,Sauzal,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Rapel,-34.2527438,-70.6308145,Operacional,77,1948,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Quilleco,Colbún S.A.,Colbún S.A.,Chile,Laja,-37.336018,-71.9567,Operacional,71,2007,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Maule,Isla,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Cipreses,-35.8095691,-70.8353459,Operacional,70,1963,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Los Lagos,Rucatayo,Statkraft S.A.,Statkraft S.A.,Noruega,Pilmaiquén,-40.6191,-72.7038,Operacional,60,2012,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,El Paso,HydroChile S.A.,HydroChile S.A.,Chile,De Las Damas,-34.964238,-70.419753,Operacional,60,2016,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Valparaíso,Hornitos,Colbún S.A.,Colbún S.A.,Chile,Aconcagua,-32.9013780070543,-70.2638824584065,Operacional,60,2008,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Biobío,Mampil,Duqueco,Duqueco,Chile,Duqueco,-37.5365547,-71.7069032,Operacional,55,2000,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Valparaíso,Blanco,Colbún S.A.,Colbún S.A.,Chile,Aconcagua,-32.917,-70.3289,Operacional,53,1993,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Los Ríos,Pullinque,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Huanehue,-39.5957,-72.2175,Operacional,51,1962,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,O' Higgins,Nido de Águila,Pacific Hydro,Pacific Hydro,China,Cortaderal,-34.411336132493,-70.3143045510668,Planejado,125,Indeterminado,Privado,http://generadoras.cl/tipos-energia/energia-hidroelectrica,
Chile,Los Ríos,San Pedro,Colbún S.A.,Colbún S.A.,Chile,San Pedro,-39.7601025976036,-72.5820045802433,Planejado,170,Indeterminado,Privado,https://www.centralsanpedro.cl/que-es-san-pedro/,
Chile,Maule,Los Cóndores,Enel Generación Chile S.A.,Enel Generación Chile S.A.,Itália,Maule,-35.9161235950191,-70.6295453207714,Planejado,153,Indeterminado,Privado,https://www.eleconomistaamerica.com.ar/empresas-eAm-chile/noticias/10692832/07/20/Enel-Chile-retrasa-puesta-en-marcha-de-hidroelectrica-Los-Condores.html,
Chile,Los Lagos – Los Ríos,Los Lagos,Statkraft S.A.,Statkraft S.A.,Noruega,Pilmaiquén,-40.6237978724068,-72.6666520499681,Planejado,52,Indeterminado,Privado,https://www.statkraft.cl/nuestros-proyectos/proyecto-los-lagos/,
Paraguai / Brasil,Hernandarias - Foz do Iguacu,Itaipu Binacional,Itaipú Binacional,Paraguai (50%) / Brazil (50%),Paraguai / Brasil,Paraná,-25.4080536,-54.591202,Operacional,14000,1984,Estatal,https://www.ssme.gov.py/vmme/index.php?option=com_content&view=article&id=1216&,
Paraguai,Alto Paraná,Acaray,Administración Nacional de Electricidad ANDE,Administración Nacional de Electricidad ANDE,Paraguai,Acaray,-25.458735682669,-54.6288074735422,Operacional,210,1968,Estatal,https://www.ssme.gov.py/vmme/index.php?option=com_content&view=article&id=1216&,
Uruguai,Río Negro - Soriano,Constitución (Represa del Palmar),Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Uruguai,Negro,-33.0558612824987,-57.4519166156805,Operacional,333,1982,Estatal,https://www.lr21.com.uy/comunidad/162075-inauguracion-de-la-central-hidroelectrica-de-palmar-icono-del-fraude-en-los-80?utm_source=redirects&utm_medium=dominiolargo&utm_campaign=301_Redirects,
Uruguai,Tacuarembó-Durazno,Rincón del Bonete (ex Dr. Gabriel Terra),Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Uruguai,Negro,-32.8306805585296,-56.420295872832,Operacional,160,1945,Estatal,https://municipiopasodelostoros.com/?page_id=141,
Uruguai,Río Negro - Durazno,RIncón de Baygorria,Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Administración Nacional de Usinas y Transmisiones Eléctricas UTE,Uruguai,Negro,-32.8735413389556,-56.8059053095825,Operacional,108,1960,Estatal,https://www.atecsa.com.ar/generacion/C.H.-Rinc%C3%B3n-de-Baygorria,
,,,,,,,,,,,,,,
Guiana Francesa,Cayenne,Petit-Saut,Électricité de France,Électricité de France,França,Sinnamary,5.06194,-53.0486,Operacional,113.6,1996,Misto,https://www.barrages-cfbr.eu/Barrage-de-Petit-Saut.html,
Guiana,Potaro-Siparuni,Amaila Falls,China Railway Group Limited,China Railway Group Limited,China,Kuribrong,5.3513889,-59.5580556,Planejado,165 ,Indeterminado,Misto,https://www.bnamericas.com/en/news/guyana-grants-no-objection-to-amaila-falls-hydropower-project-afhp-and-the-new-demerara-harbour-bridge-ndhb,
Venezuela,Angostura y Piar,Simón Bolívar (Guri),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Caroní,7.765322,-62.999828,Operacional,10235 ,1978 (1 Phase) / 1986 (2 Phase),Estatal,http://www.corpoelec.gob.ve/central-hidroel%C3%A9ctrica-sim%C3%B3n-bol%C3%ADvar-guri-opera-con-total-normalidad,
Venezuela,Caroni,Antonio José de Sucre (Macagua),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Caroní,8.304698,-62.668748,Operacional,3152 ,1959,Estatal,http://www.corpoelec.gob.ve/proyectos/rehabilitaci%C3%B3n-planta-hidroel%C3%A9ctrica-j-sucre-macagua-i,
Venezuela,Caroni,Francisco de Miranda (Caruachi),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Caroní,8.159447,-62.797913,Operacional,2196 ,2006,Estatal,http://www.corpoelec.gob.ve/noticias/central-hidroel%C3%A9ctrica-francisco-de-miranda-en-caruachi-otro-a%C3%B1o-generando-energ%C3%ADa-para-el-,
Venezuela,Angostura,Manuel Piar (Tocoma),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Caroní,7.907347,-63.028914,Planejado,2160 ,Indeterminado,Estatal,https://www.caf.com/es/actualidad/noticias/2008/01/us-600-millones-para-central-hidroelectrica-en-venezuela/,
Venezuela,Ezequiel Zamora y Padre Noguera,Fabricio Ojeda (La vueltosa),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Sioca,7.747234,-71.466712,Operacional,514 ,2020,Estatal,http://www.corpoelec.gob.ve/proyectos/central-hidroel%C3%A9ctrica-fabricio-ojeda,
Venezuela,Uribante,Leonardo Ruíz Pineda (San Agatón),Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Uribante,7.912371,-71.746569,Operacional,300 ,1990,Estatal,http://www.corpoelec.gob.ve/comisi%C3%B3n-ministerial-certifica-operatividad-de-la-central-hidroel%C3%A9ctrica-%E2%80%9Cleonardo-ruiz-pineda%E2%80%9D,
Venezuela,Rangel y Bolivar,José Antonio Paez,Corporación Eléctrica Nacional S.A.,Corporación Eléctrica Nacional S.A.,Venezuela,Santo Domingo,8.884517,-70.633773,Inativa 2017,240 ,1973,Estatal,https://www.lossinluzenlaprensa.com/complejo-hidroelectrico-gral-jose-antonio-paez-42-anos-de-luz-para-el-sur-occidente-del-pais/,
Bolívia,Chapare,Corani,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.212539,-65.875568,Operacional,64 ,1967,Estatal,http://www.endecorani.bo/index.php/pages/hidroelectrica/hidroelectrica-corani,
Bolívia,Quillacollo,Misicuni,ENDE Corani,Ende Corporación,Bolívia,Misicuni,-17.096508,-66.330379,Operacional,120 ,2017,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-misicuni,
Bolívia,Chapare,San José I,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.16851,-65.786435,Operacional,55 ,2018,Estatal,http://www.endecorani.bo/index.php/pages/hidroelectrica/hidroelectrica-san-jose-1,
Bolívia,Chapare,San José II,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.102534,-65.784808,Operacional,69 ,2019,Estatal,http://www.endecorani.bo/index.php/pages/hidroelectrica/hidroelectrica-san-jose-2,
Bolívia,Chapare,Santa Isabel,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.191791,-65.822382,Operacional,91 ,1973,Estatal,http://www.endecorani.bo/index.php/pages/hidroelectrica/hidroelectrica-santa-isabel,
Bolívia,Carrasco,Cuenca del río Ivirizu,ENDE Valle Hermoso,Ende Corporación,Bolívia,Invirizu,-17.485955,-65.278422,Planejado,290.2 ,Indeterminado,Estatal,http://www.evh.bo/index.php/portfolio/17-proyecto-ivirizu,
Bolívia,Inquisivi,Miguillas,ENDE Corani,Ende Corporación,Bolívia,Miguillas,-16.925358,-67.325122,Planejado,203 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-miguillas,
Bolívia,Valle Grande y Cordillera,Rositas,ENDE Corporación,Ende Corporación,Bolívia,Grande,-18.930973,-63.527076,Planejado,600 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto--hidroelectrico-rositas,
Bolívia,Franz Tamayo,Chepete,ENDE Corporación,Ende Corporación,Bolívia,Beni,-14.896524,-67.674857,Planejado,3300 ,Indeterminado,Estatal,https://www.ende.bo/noticia/noticia/57,
Bolívia,Abel Iturralde y Gral. Ballivián,El Bala,ENDE Corporación,Ende Corporación,Bolívia,Beni,-14.543974,-67.49896,Planejado,350 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/hidroelectrico-el-bala,
Bolívia,Vaca Diez y Federico Román,Cachuela Espereanza,ENDE Corporación,Ende Corporación,Bolívia,Madera de Dios,-10.538643,-65.601397,Planejado,990 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto--hidroelectrico-cachuela-esperanza,
Bolívia,Itenez y Velasco,Binacional río Madera,ENDE Corporación,Ende Corporación,Bolívia,Madera de Dios y Mamoré,-10.380537,-65.389645,Planejado,1500 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto--hidroelectrico-rio-madera,
Bolívia,Chapare,Banda Azul,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.157138,-65.785546,Planejado,133.7 ,2024,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-banda-azul,
Bolívia,Chapare,Juntas Corani,ENDE Corani,Ende Corporación,Bolívia,Paracti,-16.995118,-65.581062,Planejado,439.4 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-juntas-corani,
Bolívia,Chapare,Ambrosia,ENDE Corani,Ende Corporación,Bolívia,Paracti,-17.136719,-65.771813,Planejado,84.9 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-ambrosia,
Bolívia,Chapare,Oquitas,ENDE Guaracachi,Ende Corporación,Bolívia,Parapeti,-20.018596,-63.220638,Planejado,125 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-oquitas,
Bolívia,Sud Cinti y Eustaquio Méndez,Carrizal,ENDE Corporación,Ende Corporación,Bolívia,Camblaya,-20.998498,-65.051318,Planejado,346 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto--hidroelectrico-carrizal,
Bolívia,Chape,Aguas calientes II Arenales,ENDE Valle Hermoso,Ende Corporación,Bolívia,Parapeti,-20.183472,-63.785352,Planejado,94 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-aguas-calientes-ii-arenales,
Bolívia,Chape,Icona,ENDE Corporación,Ende Corporación,Bolívia,Paracti,-17.144385,-65.779265,Planejado,101.6 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-icona,
Bolívia,Rafael Bustillo,Chayanta,ENDE Valle Hermoso,Ende Corporación,Bolívia,Chayanta,-18.431524,-65.666757,Planejado,177 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/hidroelectrico-chayanta,
Bolívia,Muñecas,Muñecas,ENDE Valle Hermoso,Ende Corporación,Bolívia,Coroico,-15.50113,-67.84471,Planejado,140 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/hidroelectrico-munecas,
Bolívia,Aniceto Arce,Cambarí,ENDE Valle Hermoso,Ende Corporación,Bolívia,Bermejo,-21.837486,-65.364226,Planejado,93 ,Indeterminado,Estatal,https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-cambari,
Bolívia,Charcas y Mizque,Molineros,ENDE Valle Hermoso,Ende Corporación,Bolívia,Caine,-17.806688,-66.095245,Planejado,100.8 ,Indeterminado,Estatal,"https://www.ende.bo/proyectos/resena/proyecto-hidroelectrico-molineros#:~:text=Consiste%20en%20la%20construcci%C3%B3n%20de,la%20cuenca%20del%20r%C3%ADo%20Amazonas.",
Bolívia,Chapare,Santa Barbara,ENDE Corani,Ende Corporación,Bolívia,Paracati,-17.174911,-65.800394,Planejado,144 ,Indeterminado,Estatal,http://www.endecorani.bo/index.php/component/content/article?layout=edit&id=134,
Equador,Napo y Sucumbíos,Coca codo Sinclair,Coca codo Sinclair,Corporación Eléctrica del Ecuador,Equador,Quijos / Salado,-0.199425,-77.684014,Operacional,1500 ,2016,Estatal,https://www.recursosyenergia.gob.ec/central-hidroelectrica-coca-codo-sinclair/,
Equador,Azuay,Paute Molino,HidroPaute,Corporación Eléctrica del Ecuador,Equador,Paute,-2.575646,-78.509714,Operacional,1075 ,1983,Estatal,https://www.celec.gob.ec/electroguayas/index.php/sala-de-prensa/noticias/208-central-hidroelectrica-paute-molino-cumple-37-anos-de-operacion-continua-21-mayo-2020,
Equador,Azuay y Morona Santiago,Sopladora,HidroPaute,Corporación Eléctrica del Ecuador,Equador,Paute,-2.594112,-78.448599,Operacional,487 ,2016,Estatal,https://www.celec.gob.ec/celecsur/index.php/generacion/paute-sopladora,
Equador,Azuay y El Oro,Minas San Francisco,EnerJubones,Corporación Eléctrica del Ecuador,Equador,Jubones,-3.316242,-79.481517,Operacional,270 ,2019,Estatal,https://www.celec.gob.ec/celecsur/index.php/generacion/minas-san-francisco,
Equador,Tungurahua,San Francisco,HidroAgoyán,Corporación Eléctrica del Ecuador,Equador,Pastaza,-1.405135,-78.291562,Operacional,230 ,2019,Estatal,https://www.lombardi.ch/es-es/Paginas/References/Hydroelectric%20plants/References_5314.aspx,
Equador,Zamora Chinchipe,Delsitanisagua,GenSur,Corporación Eléctrica del Ecuador,Equador,Zamora,-4.037633,-78.981625,Operacional,180 ,2018,Estatal,https://www.recursosyenergia.gob.ec/proyecto-hidroelectrico-delsitanisagua/,
Equador,Azuay y Cañar,Mazar,HidroPaute,Corporación Eléctrica del Ecuador,Equador,Paute,-2.595654,-78.622308,Operacional,170 ,2010,Estatal,https://www.celec.gob.ec/celecsur/index.php/generacion/responsabilidad-social,
Equador,Tungurahua,Agoyan,HidroAgoyán,Corporación Eléctrica del Ecuador,Equador,Pastaza,-1.397984,-78.382229,Operacional,160 ,1987,Estatal,https://www.celec.gob.ec/hidroagoyan/index.php/centrales/agoyan,
Equador,Tungurahua,Pucara,HidroAgoyán,Corporación Eléctrica del Ecuador,Equador,Tungurahua,-1.079417,-78.455512,Operacional,73 ,1977,Estatal,https://www.celec.gob.ec/hidroagoyan/index.php/sala-de-prensa/noticias/404-la-central-hidroelectrica-pucara-cumple-42-anos-al-servicio-del-pais,
Equador,Pichincha y Imbabura,Manduriacu,Coca codo Sinclair,Corporación Eléctrica del Ecuador,Equador,Guayllabamba,0.213965,-78.912514,Operacional,63.36 ,2015,Estatal,https://www.celec.gob.ec/cocacodosinclair/index.php/2015-09-07-17-45-09/footers/manduriacu,
Equador,Guayas,Marcel Laniado,HidroNación,Corporación Eléctrica del Ecuador,Equador,Daule,-0.928135,-79.752835,Operacional,213 ,1999,Estatal,https://www.celec.gob.ec/hidronacion/informaci%C3%B3n-t%C3%A9cnica/hidroel%C3%A9ctrica-marcel-laniado,
